,live,forward,network,backward,noOfSens
0,0.26152716202693177,0.1327703260820284,0.04474769914312916,1.9822345949491782,115
1,1.0490251091973501,0.49216453239202257,0.08367713953242358,0.9350445259663615,72
2,3.090902410691615,1.9589978915054675,0.07013646461440813,0.16499070995238788,49
3,0.15924548450859632,0.06704704352952552,0.05426848619485877,2.6385463892263066,104
4,3.0944000804409932,1.6080526452984911,0.07013646461440813,0.15801844464516637,51
5,4.524063688582468,1.2809757218852669,0.07140590288797208,0.24436333236680596,57
6,0.16478090782335733,0.043026248443949276,0.048767587009415,2.772369329842851,111
7,0.29696413441310454,0.12621787009277363,0.05088331746535491,2.3599143014273705,108
8,0.25863882814066386,0.13189457262641724,0.04665185655347509,1.8366517214695834,112
9,0.2074992704818034,0.09294596462165976,0.047709721781445044,2.502455876923884,111
10,3.6836214186874656,1.0205764030155733,0.07775309425579181,0.4730408750503386,60
11,0.2314168170243888,0.10531057190481558,0.04982545223738496,2.3702671190195232,108
12,3.972695098001811,1.1903384509795798,0.07500264466306993,0.2848148639708981,65
13,4.171641419210288,1.2548188870713062,0.07182904897916005,0.2569878534224317,60
14,0.2579890794981563,0.12783588766135973,0.04940230614619697,1.6814202869599413,110
15,0.2636570818880138,0.06181965545506193,0.05511477837723474,2.687816917878221,107
16,1.0574168575613834,0.49901415442206765,0.08325399344123559,0.9150510061782845,70
17,1.2347981421819394,0.5735845490674043,0.0828308473500476,0.8373269060873004,72
18,0.4380125367064567,0.1769007159314305,0.052999047921294826,1.4831200145292351,105
19,0.4356315705918264,0.12250335136766026,0.0536337670580768,1.80072050384931,105
20,3.2967069196171317,1.2662367722825791,0.07161747593356606,0.22704875179809714,52
21,1.0147606590273703,0.5472381439047034,0.059134666243520574,1.1534925475835822,99
22,3.4934462845395906,0.9597528485094987,0.07563736379985189,0.5238911809468215,63
23,2.842449272420124,1.9049672842725294,0.06992489156881414,0.224437759160775,46
24,0.3429222260668687,0.15102766805654613,0.05278747487570084,1.5442335553820394,108
25,1.5961479370713523,0.773039911201594,0.07690680207341585,0.6691720976736635,70
26,4.000560486054241,1.2028078097944463,0.0659050037025283,0.33896536244491715,67
27,4.07945837509284,1.7433769149624763,0.06442399238337036,0.27660163527972687,69
28,1.6411390221426139,0.9132328020953885,0.07563736379985189,0.6085691523654364,75
29,0.2915818552403305,0.14468436933024034,0.05088331746535491,1.6103626637076573,109
30,0.7488745007642287,0.407730554528444,0.061038823653866495,1.1156247497330907,96
31,3.5896134653727008,1.8535435595211671,0.06950174547762615,0.15868386607872084,45
32,0.5109512545359377,0.20206867991618982,0.057230508833174654,1.4330839217544098,102
33,2.5646137233708424,1.6747935483848757,0.06738601502168624,0.3166916853044779,68
34,3.242954828522801,1.8100308575641044,0.06971331852322014,0.18997738717018817,54
35,2.0234934780949514,0.9753789432381107,0.07902253252935576,0.4908044891038473,63
36,1.2041715548766627,0.6148918698450915,0.08177298212207765,0.7535288175054902,72
37,2.371122303845382,1.6371093337594658,0.05088331746535491,0.45268123558578105,74
38,1.517861775702977,0.8760846923242441,0.0779646673013858,0.6092313789334746,77
39,1.289931325572013,0.6731033406628909,0.06907859938643816,0.81248104982028,82
40,1.5282551112529752,0.7917055515914844,0.07965725166613774,0.6361331512861604,67
41,2.7035393304440256,1.2879651138410895,0.07246376811594203,0.2776569418002585,48
42,2.4063272404976206,1.0806837445238873,0.07352163334391199,0.3538037287301581,75
43,0.6570234112121435,0.39399846539755007,0.06125039669946049,1.1756724597160566,85
44,0.5897202562399987,0.27255567470352043,0.0561726436052047,1.2993604875607125,102
45,0.49712574117627284,0.22254590985332448,0.05744208187876865,1.4095331873861223,100
46,0.3305686727602332,0.22386713779700795,0.051518036602136885,1.3398821467696973,104
47,1.7903476972422174,1.1881055533820886,0.05659578969639268,0.6891041587629302,78
48,0.20395546942524542,0.04637415214137531,0.05469163228604676,2.759831158082886,108
49,2.7980161636828034,1.8478066354064573,0.07436792552628795,0.2066242970584865,53
50,0.5918481468167602,0.35380345378478717,0.05998095842589654,1.2323951945471567,97
51,0.8315410263857553,0.48745881907129657,0.06929017243203216,1.0515088289073582,90
52,2.0244295917961623,1.3222364327333427,0.06273140801861843,0.46193223032259273,82
53,1.3284051779175954,1.0469714293490573,0.05807680101555062,0.829305216329228,97
54,3.0871750684310117,1.377598082506066,0.073098487252724,0.23197007863593885,52
55,2.9707915974673966,1.7227231796451044,0.07119432984237808,0.23571946940291186,56
56,2.231565168612709,1.4343749903607987,0.06696286893049826,0.4091560439097344,72
57,0.41675926500397137,0.30651505812768254,0.060192531471490535,1.2546894834188222,98
58,2.1749074992976234,1.0283862723763488,0.06950174547762615,0.39005811730630197,73
59,3.183976580558698,1.799423959940367,0.06865545329525019,0.20069310776799895,56
60,0.8752003236042404,0.4318108123761885,0.07606050989103988,1.0182027095894257,84
61,3.0625856166899816,1.769170508946542,0.06167354279064847,0.2560887485403253,62
62,1.8627526644860384,1.4804863131289066,0.0807151168941077,0.4484824209896085,61
63,1.4595638368739676,0.8190638492677186,0.050671744419760925,1.1871151857953648,87
64,2.6581388675634297,1.7040793197645918,0.06378927324658838,0.30799419343303786,66
65,1.0896342245503627,0.5403016990218221,0.057230508833174654,1.0870487792992647,98
66,0.792780057756171,0.42747618730282516,0.0707711837511901,1.0592045154756036,86
67,1.423705045629328,0.9421363428675003,0.05596107055961071,1.0039975182189995,94
68,2.1119966801306145,1.1167849024387324,0.06463556542896436,0.4152303762597109,76
69,1.4069963329811592,0.6981754227316571,0.08134983603088966,0.7427839029677279,70
70,4.144482088842538,1.3464448220841039,0.06632814979371628,0.338965362444917,66
71,1.0259214907557561,0.4433956828825192,0.07457949857188194,1.0358457222509618,74
72,0.21757412222785558,0.09109011428708447,0.054056913149264786,2.5687661756366906,106
73,1.7025667071406936,0.9605859013239715,0.06505871152015233,0.5753958350548632,80
74,1.080249004682639,0.5863105590942708,0.05596107055961071,1.0997290036045035,98
75,2.892738545036519,1.5380319906240996,0.07098275679678409,0.24085143519895835,58
76,1.437743453574616,0.7476004914384244,0.05892309319792659,0.7774259738780144,85
77,2.6118258596136537,1.7003604557440035,0.06569343065693431,0.30799419343303786,66
78,3.0301768786892134,1.9515134699462238,0.07204062202475404,0.16749166080060776,45
79,0.8738931225229987,0.427428166435927,0.05828837406114461,1.201476418988257,98
80,2.282384421692644,1.4586975344677227,0.06230826192743045,0.41145668893740167,76
81,1.5269022700550563,0.6335594922486008,0.07373320638950598,0.7121328706041261,74
82,0.18918501339067476,0.06924348579201726,0.0513064635565429,2.608665258642692,107
83,0.6783334259799055,0.34842959702199056,0.06696286893049826,1.163549273974238,91
84,0.1920733472769426,0.0701192392476283,0.04897916005500899,2.6447677322641767,111
85,3.0320879226170248,1.881117468243432,0.0682323072040622,0.23298707673766572,61
86,0.3584673040143094,0.15950519667351304,0.05321062096688882,1.5366168956036035,107
87,1.946368867963326,1.5530549785476524,0.08029197080291971,0.4167371767241102,64
88,2.499605723935852,1.1309557102556167,0.06653972283931027,0.34760668842329284,69
89,1.3414319970643291,0.8029335092103215,0.07415635248069397,0.7098201153640743,77
90,1.9123605758139364,1.5060688173364272,0.08029197080291971,0.427577118201858,64
91,2.4447874993594456,1.7938439545619156,0.057653654924362634,0.4391077808299067,64
92,0.61772549190144,0.2491370463339531,0.06082725060827251,1.2711872337850945,96
93,2.109344273007571,0.9217129476151603,0.06273140801861843,0.5371422063215977,88
94,1.2362838159300351,0.6069196158877807,0.07098275679678409,0.795839202762313,82
95,1.7372439120137253,0.8588472840832188,0.07584893684544589,0.5482411999199924,69
96,1.733708896772159,1.0693457186052513,0.06251983497302444,0.5669610287176705,86
97,0.6685767958497278,0.20451923773972122,0.05596107055961071,1.355916376393956,101
98,2.2469933917609413,1.354007776701,0.06929017243203216,0.38140269449787856,69
99,1.7458681436966197,1.1538715391348207,0.0584999471067386,0.728579067206618,80
